"Candidat", "Dépenses totales", "Recettes totales", "Dons", "Apports partis", "Concours en nature", "Autres", "Apports personnel", "Soldes compte de campagne", "Dév (1)", "RFE (2)", "Déc. CNCCFP", "Circoncription", "Plafond de dépenses", "Remboursement maximum"
"M. DARRACQ Michel","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"M. DENJEAN Jean-Marc","1 180","1 180","65","366","0","0","749","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"M. GRIMAL Jean","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"Mme GUICHARD Isabelle","15","15","0","15","0","0","0","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"M. JEAN Yves","2 141","2 200","0","0","0","0","2 200","59","0","0","R","Hauts-de-Seine - 1","64 999 €","32 500 €"
"M. KADUR Alexandre","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"Mme LE GAL Anna","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"Mme MOURRE Odile","205","205","0","0","0","0","205","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"Mlle POURDIEU Stéphanie","7 967","7 967","0","7 967","0","0","0","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"Mme RABIER Marie-Cécile","9 671","9 671","0","0","0","0","9 671","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"M. ROBERT Bertrand","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"M. SARRE Philippe","27 151","27 151","1 890","0","0","0","25 261","0","0","25 261","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"Mme VIGNON Véronique","36 294","36 305","7 507","9 700","0","0","19 098","11","0","19 087","A","Hauts-de-Seine - 1","64 999 €","32 500 €"
"M. AESCHLIMANN Manuel","45 442","45 442","10 164","8 000","906","0","26 372","0","0","26 372","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. ECH-CHETOUANI Zouhairr","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"Mme ETCHEBERRY Michèle","25 906","25 906","1 630","0","0","0","24 276","0","0","24 276","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. FRAGER Dominique","749","749","50","358","0","0","341","0","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. GOISET Philippe","482","482","0","475","7","0","0","0","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"Mme JOUBERT Valérie","15","15","0","15","0","0","0","0","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. JOURDAN Pascal","4 283","7 330","4 500","0","0","0","2 830","3 047","217","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. MASSOL Hubert","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. SALLES Laurent","6 880","7 128","0","0","0","0","7 128","248","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. TRUPIN Laurent","46 432","46 435","6 960","7 890","0","0","31 585","3","0","31 582","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. VALLET Guillaume","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"Mme VILLIERS Claire","6 052","6 052","1 635","0","0","0","4 417","0","0","0","A","Hauts-de-Seine - 2","63 171 €","31 586 €"
"M. BARNONCEL Michel","1 695","1 695","0","541","349","0","805","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mlle BERKOUKI Sarah","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"M. CHAGNON Louis","1 135","1 650","650","1 000","0","0","0","515","515","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"M. DERAMBARSH Arash","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mlle DORÉ Patricia","189","189","0","0","0","0","189","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mlle HERBIN Annick","575","985","985","0","0","0","0","410","410","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"M. KOSSOWSKI Jacques","36 006","36 211","13 020","9 700","1 991","0","11 500","205","0","11 295","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mlle MARCEL Françoise","498","498","0","498","0","0","0","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mme PELISSIER Hélène","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mme ROYON Francine","15","15","0","15","0","0","0","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mme SOUILLART Marie-Jeanne","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mme TRIBOULET Catherine","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 3","65 663 €","32 832 €"
"Mme BAUDELET Ginette","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mlle BONNECHERE Nathalie","3 534","3 534","0","0","0","0","3 534","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mme BOUKHEDIMI Yvonne","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"M. FRANCOIS Jean-Michel","165","165","150","0","0","0","15","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mme GOIN Catherine","536","536","0","451","85","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"M. HOUTART Arnaud","6 332","6 600","100","6 500","0","0","0","268","268","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mme LE ROUX Cécile","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mme LE TOUZE Estelle","1 905","1 905","900","438","0","0","567","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mlle MARDOKH Brigitte","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"M. MARINESE Vito","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mme MEYER Marie-Laure","36 031","36 031","1 620","3 300","180","0","30 931","0","0","30 931","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"M. PELLET Tony","242","242","0","228","14","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"Mme ZEBDI-GHORAB Faouzia","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 4","66 786 €","33 393 €"
"M. BOUAKKA Lakdar","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"M. COCHEPAIN Stéphane","31 387","31 485","4 590","0","0","95","26 800","98","0","26 702","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"M. CUCULIERE Roger","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"M. DUTHEIL Daniel","216","216","205","0","0","0","11","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"Catherine","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"M. FOURNIER Alain","1 425","1 425","0","337","0","0","1 088","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"Mme FURON Férial","1 923","6 000","0","0","0","0","6 000","4 077","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"M. GALLAIS Alain","15 659","15 659","0","0","0","0","15 659","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"Mlle GOUDAL Emilie","24","24","0","15","9","0","0","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"Mlle LAMBERT Mireille","476","476","0","468","8","0","0","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"Mme MENDEZ Annie","10 100","10 100","10 100","0","0","0","0","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"Mlle REBATO Stéphanie","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 5","63 404 €","31 702 €"
"Joëlle","22 683","22 683","500","1 700","215","0","20 268","0","0","20 268","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"Mme CORTI Martine","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"M. DANIS Thierry","568","568","490","78","0","0","0","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"Mlle EISENBERG Mathilda","23","23","0","15","8","0","0","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"tophe","3 507","3 507","3 335","0","0","0","172","0","0","172","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"M. GALIENNE Jean","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"M. GONZALEZ David","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"M. HARMAND Alexandre","19 794","19 794","918","0","0","0","18 876","0","0","18 876","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"Mme LARAQUE Isabelle","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"M. MINARDI Gaëtan","451","451","0","451","0","0","0","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"Mlle SALIOU Valérie","759","759","0","299","0","0","460","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"Mme STRAUSS Anne-Christine","22 119","22 119","0","0","0","0","22 119","0","0","0","A","Hauts-de-Seine - 6","62 651 €","31 326 €"
"Mlle BARRE Camille","1 603","1 649","690","0","359","0","600","46","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"Mlle BITTERLIN Anne","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. BORNETTE Bernard","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. BRISON Christian","469","469","0","467","2","0","0","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"Mlle CHOLLOU Sylvia","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"Mme DE VAUREIX Anne","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. FARCIS Dominique","3 745","3 745","0","3 237","0","0","508","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. INDJIAN Patrick","120","300","0","300","0","0","0","180","180","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"Mme NAËRT Jeannine","12 212","12 212","0","0","0","0","12 212","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. OLLIER Patrick","45 247","72 676","57 147","9 700","5 829","0","0","27 429","27 429","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. PIJOAN David","15","15","0","15","0","0","0","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. ROCHERON Bertrand","17 857","17 857","0","900","633","0","16 324","0","0","16 324","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"M. SAGE Julien","815","815","0","120","0","0","695","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"Mlle TERRAZONI Valérie","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 7","66 020 €","33 010 €"
"Mme BEZAULT Christine","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"M. BLANCHARD Luc","1 228","1 228","0","438","0","0","790","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"M. BOUCHARD Renaud","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mme CYROULNIK Marie-France","101","101","0","101","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mme DEQUEANT Annie","11 687","11 687","0","0","0","0","11 687","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mlle FILLOUX Delphine","3 032","3 032","1 300","1 732","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"M. GONNET Nicolas","1 694","2 145","2 145","0","0","0","0","451","451","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"M. GUILLET Jean-Jacques","26 809","26 809","11 400","9 700","1 662","0","4 047","0","0","4 047","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mme LEGRAND Pauline","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"M. LEHIDEUX Bernard","24 426","24 426","560","0","250","0","23 616","0","0","23 616","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"M. LUCET Francis","490","490","0","490","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mme RAFFALI Danielle","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mme ROY Caroline","22 459","22 459","5 340","800","100","0","16 219","0","0","16 219","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mme RUSSO Annick","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mme SUCHARD Sophie","251","251","0","0","0","0","251","0","0","0","A","Hauts-de-Seine - 8","62 251 €","31 126 €"
"Mlle BRUNET Françoise","432","432","0","414","17","0","1","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"M. COTTEN Christian","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"NIERE Eric","5 967","5 967","0","0","0","0","5 967","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"Mlle DUBOUCHER Peggy","939","939","0","370","0","0","569","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"M. GABORIT Pierre","53 635","53 635","0","800","194","0","52 641","0","0","30 860","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"Mme GOÏTA Isabelle","838","2 172","2 052","0","0","0","120","1 334","1 334","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"Mme GROLIERE Catherine","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"Mme MISSOFFE Ségolène","11 281","11 281","3 310","7 971","0","0","0","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"M. PAGEARD Michel","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"Mme PICARD Marianne","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"Mme THOUVENOT Mirabelle","15","15","0","15","0","0","0","0","0","0","A","Hauts-de-Seine - 9","61 719 €","30 860 €"
"Mme ALEZARD Lysiane","2 389","2 389","390","0","0","0","1 999","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"M. ARIPA Alain","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"Mme BINDER Sabrina","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"M. BOTTET Philippe","221","221","20","0","0","0","201","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"Mme DROUET Valérie","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"M. GINISTY Christophe","21 845","21 845","70","0","200","0","21 575","0","0","21 575","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"M. HOCINI Malek","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"Mme NAVIAUX Catherine","1 773","1 773","0","344","0","0","1 429","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"M. SANTINI André","60 182","60 182","18 225","0","0","0","41 957","0","0","30 911","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"Mme SCHMID Lucile","36 906","36 906","8 762","900","215","0","27 029","0","0","27 029","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"M. TERRET Eugène","5 167","5 167","0","0","0","0","5 167","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"M. VENTURINI Jean-Michel",,,,,,,,,"0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"Mlle VIGUIE Laurence","402","402","0","382","20","0","0","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"Mme WOUTERS Nina","93","93","0","93","0","0","0","0","0","0","A","Hauts-de-Seine - 10","61 821 €","30 911 €"
"Mme AMIABLE Marie-Hélène","52 769","54 789","20 021","0","12","0","34 756","2 020","0","31 658","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. BARBEROUSSE Olivier","131","131","0","131","0","0","0","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. BONJEAN Hubert","5 160","5 160","0","0","0","0","5 160","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. BOUKHEDIMI Patrick","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. DARDARE Sébastien","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"Mme DE PABLO Carmelina","748","748","0","441","0","0","307","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"Mme GALATEAU Marie-Thérèse","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"Mme KADRI Malika","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. METTON Jean-Loup","44 896","44 896","9 790","0","2 800","0","32 306","0","0","31 658","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. MORILLÈRE Denis","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"Mlle SAUVANAUD Juliette","461","461","0","419","42","0","0","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. TEIXEIRA Dominique","257","257","0","0","0","0","257","0","0","0","A","Hauts-de-Seine - 11","63 316 €","31 659 €"
"M. ANTZENBERGER Philippe","102","102","0","102","0","0","0","0","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"M. BENARD Paul","35","150","0","0","0","0","150","115","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"M. BRILLON Freddy","7 000","7 000","0","0","7 000","0","0","0","0","0","R","Hauts-de-Seine - 12","66 496 €","33 249 €"
"Mme CHABRAN Isabelle","1 001","1 001","0","365","0","0","636","0","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"Mme DELMATTO Geneviève","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"M. DELOM Christian","27 915","27 915","2 050","0","100","0","25 765","0","0","25 765","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"Mme DIAZ GOMEZ Elizabeth","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"M. KALTENBACH Philippe","46 855","46 855","6 324","900","4 403","1 663","33 565","0","0","33 248","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"M. LARCHER Robert","502","502","0","502","0","0","0","0","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"M. SCHMITT Jean-Pierre","7 364","7 364","0","0","0","0","7 364","0","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"M. ZANOLIN Ludovic","6 055","6 055","5 115","0","0","0","940","0","0","0","A","Hauts-de-Seine - 12","66 496 €","33 249 €"
"Mlle BASTIDE Anne","0","0","0","0","0","0","0","0","0","0","A","Hauts-de-Seine - 13","67 535 €","33 768 €"
"Mme BENLOLO Martine","488","488","0","487","0","0","1","0","0","0","A","Hauts-de-Seine - 13","67 535 €","33 768 €"
