"candidat","depensestotales","recettestotales","dons","appartspartis","concoursnature","autres","perso","soldescompte","DEV","RFE","DECCNCCFP"
"M. LAJAUMONT Stephane","29","29","0","15","14","0","0","0","0","0","A"
"Mme MARTIN Monique","0","0","0","0","0","0","0","0","0","0","A"
"Mme PENET Marie-Aimee","3 080","3 080","0","3 080","0","0","0","0","0","0","A"
"M. RODET Alain","21 517","21 567","0","1 824","1 829","0","17 914","50","0","17 864","A"
"Mlle ROUSSIE Claudine","530","530","0","514","16","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"645"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DU 10 JUIN 2007",,"<i>Circoncription : Vosges - 1</i>","<i>Département : Vosges </i>",,"<i>er</i>",,,,,
"Plafond de dépenses : 63 398","€",,,,,,,,,,
"Remboursement maximum : 31 700",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mme ABBOT Evelyne","260","260","0","257","3","0","0","0","0","0","A"
"M. AUBERT Claude","0","0","0","0","0","0","0","0","0","0","A"
"M. CORIZZI Pierre-André","69","69","0","0","0","0","69","0","0","0","A"
"M. FERRIER François","31 190","31 190","0","0","0","0","31 190","0","0","31 190","A"
"Mme GLAUDEL Marie-France","19 124
19 020","21 525
21 650","0
0","800
800","225
225","0
229","20 500
20 396","2 401
2 630","0","17 766","AR"
"M. HEINRICH Michel","43 325
42 444","43 325
42 444","1 341
1 341","9 945
9 945","10 664
10 664","0
0","21 375
20 494","0
0","0","20 494","AR"
"M. MASSON Daniel","0","0","0","0","0","0","0","0","0","0","A"
"Mme MERCIER Nathalie","31 665
22 422","31 665
22 422","765
765","0
0","0
0","0
0","30 900
21 657","0
0","0","21 657","AR"
"M. MICHEL Francis","0","0","0","0","0","0","0","0","0","0","A"
"M. PECHEUR Raphaël","15","15","0","15","0","0","0","0","0","0","A"
"M. SCHULLER Gérard","0","0","0","0","0","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"646","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Vosges - 2</i>","<i>Département : Vosges </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 62 131","€",,,,,,,,,,
"Remboursement maximum : 31 066",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BALU Jacques","304","304","0","304","0","0","0","0","0","0","A"
"Mme BITTERLIN Catherine","0","0","0","0","0","0","0","0","0","0","A"
"Mlle BLAISE Sandra","426","426","0","0","200","0","226","0","0","0","A"
"Mme CALAIS Catherine","15","15","0","15","0","0","0","0","0","0","A"
"M. CHERPION Gérard","30 437
28 365","33 176
33 176","18 832
18 832","9 700
9 700","4 644
4 644","0
0","0
0","2 739
4 811","4 811","0","AR"
"M. DAVION Pascal","0","0","0","0","0","0","0","0","0","0","A"
"M. MANGIN Michel","0","0","0","0","0","0","0","0","0","0","A"
"Mme ODILE Chantal","30 633
30 561","30 633
30 561","0
0","0
0","0
0","0
0","30 633
30 561","0
0","0","30 561","AR"
"M. PIERRET Christian","29 212
28 999","30 305
30 092","16 235
16 235","800
800","1 270
1 270","0
0","12 000
11 787","1 093
1 093","0","10 694","AR"
"M. THOMAS Pascal","18 291
18 102","21 200
21 011","1 200
1 200","0
0","0
0","0
0","20 000
19 811","2 909
2 909","0","16 902","AR"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"647"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DU 10 JUIN 2007",,"<i>Circoncription : Vosges - 3</i>","<i>Département : Vosges </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 60 380","€",,,,,,,,,,
"Remboursement maximum : 30 190",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M m e   B E D E Z - S T O U V E N E L",,,,,,,,,,,
"Jacqueline","6 658","7 300","0","800","0","0","6 500","642","0","5 858","A"
"Mme COLSON Martine","0","0","0","0","0","0","0","0","0","0","A"
"M. DEFRANOULD Eric","15","15","0","15","0","0","0","0","0","0","A"
"M m e   F E R R Y - V U I L L E M I N",,,,,,,,,,,
"Chantal","30 389
30 317","30 389
30 317","0
0","0
0","0
0","0
0","30 389
30 317","0
0","0","30 190","AR"
"M. FLECK Jean-François","818","818","0","332","0","0","486","0","0","0","A"
"Mme LANGLADE Jeanne-Fran-",,,,,,,,,,,
"çoise","288","288","0","285","3","0","0","0","0","0","A"
"M. MICHEL Gérard","7 371
7 282","7 371
7 282","0
0","0
0","0
0","0
0","7 371
7 282","0
0","0","7 282","AR"
"Mme MOKRANE Ghislaine","0","0","0","0","0","0","0","0","0","0","A"
"M. MONSEAUX Lucien","0","0","0","0","0","0","0","0","0","0","A"
"M. POIROT Gilbert","4 047","4 047","415","0","0","0","3 632","0","0","3 632","A"
"M. VANNSON François","41 173
40 348","57 408
56 583","17 740
17 740","9 700
9 700","0
0","0
0","29 968
29 143","16 235
16 235","0","12 908","AR"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"648","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Vosges - 4</i>","<i>Département : Vosges </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 60 879","€",,,,,,,,,,
"Remboursement maximum : 30 440",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BARBOT Géry","1 189","4 157","2 230","0","0","0","1 927","2 968","1 041","0","A"
"M. BAZIN Bernard","30 522","30 522","0","130","0","0","30 392","0","0","0","A"
"Mme BOUGARD Marie-Thérèse","0","0","0","0","0","0","0","0","0","0","A"
"M. BOURY Xavier","264","264","0","250","14","0","0","0","0","0","A"
"Mme CONTOIS Fabienne","0","0","0","0","0","0","0","0","0","0","A"
"M. FRANQUEVILLE Christian","21 428","21 428","10 793","0","0","0","10 635","0","0","10 635","A"
"M. GAULTIER Jean-Jacques","20 741
20 389","20 741
20 389","500
500","9 700
9 700","1 084
1 084","0
0","9 457
9 105","0
0","0","9 105","AR"
"M. GROSSI François","5 946
1 504","5 946
1 504","0
0","0
0","0
0","0
0","5 946
1 504","0
0","0","0","AR"
"M. LEBOUL Eric fabien","0","0","0","0","0","0","0","0","0","0","A"
"Mme OHNENSTETTER Maryse","16 325
16 181","16 325
16 181","0
0","0
0","531
531","0
0","15 794
15 650","0
0","0","15 650","AR"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"649"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Yonne - 1</i>","<i>Département : Yonne </i>",,"<i>er</i>",,,,,
"Plafond de dépenses : 63 624","€",,,,,,,,,,
"Remboursement maximum : 31 812",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mme BONTEMPS Marie-Jeanne","0","0","0","0","0","0","0","0","0","0","A"
"M m e   C A R E L - R O B I L L A R D",,,,,,,,,,,
"Anique","0","0","0","0","0","0","0","0","0","0","A"
"Mme DHOUKAR Chantal","3 257","3 257","960","238","0","0","2 059","0","0","0","A"
"M. HENRIAT Pascal","23 702","25 168","0","0","0","0","25 168","1 466","0","23 702","A"
"M. HOURNON Michel","576","576","0","576","0","0","0","0","0","0","A"
"M. JACOB Richard","31 057","31 200","0","0","0","0","31 200","143","0","31 057","A"
"Mlle LE CORRE Mireille","37 152","37 152","930","1 979","3 300","0","30 943","0","0","30 943","A"
"Mme PELLETIER Christine","641","641","0","584","57","0","0","0","0","0","A"
"Mme PICQ DEBELLE Brigitte","5 649","5 649","230","0","0","0","5 419","0","0","0","A"
"M. SAULNIER-ARRIGHI Jean-",,,,,,,,,,,
"philippe","24 809","24 809","105","0","2 608","293","21 803","0","0","0","R"
"M. SOISSON Jean-Pierre","33 017","33 017","1 005","9 700","1 400","0","20 912","0","0","20 912","A"
"Mme VOILLOT Pascale","0","0","0","0","0","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"650","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Yonne - 2</i>","<i>Département : Yonne </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 62 668","€",,,,,,,,,,
"Remboursement maximum : 31 334",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mlle BENEDETTI Juliette","12 582
11 626","15 000
14 044","0
0","0
0","0
0","0
0","15 000
14 044","2 418
2 418","0","11 626","AR"
"M. CAULLET Jean-Yves","36 869","36 869","5 420","1 534","1 808","0","28 107","0","0","28 107","A"
"M. DESANTI Jacqueline","125","125","0","125","0","0","0","0","0","0","A"
"M. GAUDIAU Armand","301","301","0","291","10","0","0","0","0","0","A"
"Mme HYNEK Judith","0","0","0","0","0","0","0","0","0","0","A"
"M. KOTOUJANSKY Jacques","1 350","5 801","0","0","0","0","5 801","4 451","0","0","A"
"Mme MANSARD Marie-Solange","24 473","24 852","0","0","52","0","24 800","379","0","24 421","A"
"M. MOREAU Christian","0","0","0","0","0","0","0","0","0","0","HD"
"M. PESQUET Bernard","3 467","3 467","40","374","0","0","3 053","0","0","0","A"
"Mme PETAS Françoise","0","0","0","0","0","0","0","0","0","0","A"
"M. ROLLAND Jean-Marie","23 055
21 440","23 055
22 832","8 150
8 150","9 700
9 700","4 982
4 982","0
0","223
0","0
1 392","1 392","0","AR"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"651"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Yonne - 3</i>","<i>Département : Yonne </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 67 208","€",,,,,,,,,,
"Remboursement maximum : 33 604",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BEN ALI Christophe","292","300","0","300","0","0","0","8","8","0","A"
"M. BOUCHIER Alexandre","23 728","23 728","3 530","0","0","0","20 198","0","0","20 198","A"
"M. COURTIN Serge","0","0","0","0","0","0","0","0","0","0","A"
"M. FERRAND Edouard","32 445
32 424","33 200
33 179","0
0","0
0","0
0","0
0","33 200
33 179","755
755","0","32 424","AR"
"M. FEVRE Claude","0","0","0","0","0","0","0","0","0","0","A"
"Mme FORT Marie-Louise","36 585","36 585","8 573","9 700","0","0","18 312","0","0","18 312","A"
"M. GIRAULT Jean-Luc","2 264","2 264","20","256","0","0","1 988","0","0","0","A"
"Mme KERMIN Annie","155","155","70","0","0","0","85","0","0","0","A"
"M. LADRANGE Alain","4 382
855","4 382
2 805","2 805
2 805","0
0","0
0","0
0","1 577
0","0
1 950","0","0","AR"
"M. LAGARDETTE François","0","0","0","0","0","0","0","0","0","0","A"
"M. LANGUILLAT Guy","26 534
26 460","26 534
26 460","11 035
11 035","0
0","0
0","0
0","15 499
15 425","0
0","0","15 425","AR"
"M. PARIS Daniel","31 455
30 794
30 494","33 011
32 350","940
940","800
800","0
0","0
0","31 271
30 610
30 310","1 556
1 556","0","28 754","AR"
"Mme PUGET Jocelyne","277","277","0","260","17","0","0","0","0","0","A"
"M. VEY Daniel","190","190","0","145","0","0","45","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"652","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007","<i>Circoncription : Territoire-de-Belfort - 1</i>","<i>Département : Territoire-de-Belfort </i>",,,,"<i>er</i>",,,,
"Plafond de dépenses : 56 714","€",,,,,,,,,,
"Remboursement maximum : 28 358",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mme ADALLA Elisabeth","85","94","50","15","29","0","0","9","9","0","A"
"Mme COUQUEBERG Marie-",,,,,,,,,,,
"France","1 798","1 798","0","0","0","0","1 798","0","0","0","A"
"M. DEVILLERS Christophe","316","316","260","0","0","0","56","0","0","0","A"
"Mme FORCINAL Anne-Marie","35 537
35 153","35 537
35 153","20
20","6 900
6 900","260
260","0
0","28 357
27 973","0
0","0","27 973","AR"
"M. FREYBURGER Philippe","0","0","0","0","0","0","0","0","0","0","A"
"M. GRUDLER Christophe","18 499","18 499","5 520","0","0","0","12 979","0","0","12 979","A"
"M. LOUNES Mustapha","0","0","0","0","0","0","0","0","0","0","A"
"M. MESLOT Damien","46 474","46 474","10 685","13 299","1 412","0","21 078","0","0","21 078","A"
"M m e   M O R E L - G R U N B L A T T",,,,,,,,,,,
"Anny","981","981","0","100","0","0","881","0","0","0","A"
"M. MORO Philippe","0","0","0","0","0","0","0","0","0","0","A"
"Mme PETITOT Christiane","535","535","0","469","66","0","0","0","0","0","A"
"M. RICHARD Pascal","0","0","0","0","0","0","0","0","0","0","A"
"M. SENNERICH Robert","24 506","27 500","0","0","0","0","27 500","2 994","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"653"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007","<i>Circoncription : Territoire-de-Belfort - 2</i>","<i>Département : Territoire-de-Belfort </i>",,,,"<i>e</i>",,,,
"Plafond de dépenses : 57 287","€",,,,,,,,,,
"Remboursement maximum : 28 644",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. ASTORGA Sébastien","23 030","31 045","0","482","510","0","30 053","8 015","0","0","A"
"M. CHEVALIER Bertrand","1 734","1 734","0","0","0","0","1 734","0","0","0","A"
"M. CHEVÉNEMENT Jean-Pierre","32 059","32 059","872","4 000","0","0","27 187","0","0","27 187","A"
"M. DREYFUS-SCHMIDT Alain","3 597","3 600","3 600","0","0","0","0","3","3","0","A"
"M. FORET Jacques","0","0","0","0","0","0","0","0","0","0","A"
"M. KIOUAS Bouabdallah",,,,,,,,,"0","0","AD"
"Mme LUTZ Catherine","0","0","0","0","0","0","0","0","0","0","A"
"M. MEYER Jacques","55","55","0","0","0","0","55","0","0","0","A"
"Mme ORIEZ Valérie","0","0","0","0","0","0","0","0","0","0","A"
"M. PHEULPIN Jean-Marie","515","515","0","443","72","0","0","0","0","0","A"
"Mme SCHOTT Sylvianne","23 928","27 500","0","0","0","0","27 500","3 572","0","23 928","A"
"M. SIRON Jean","1 157","1 157","20","137","0","0","1 000","0","0","0","A"
"Mme WELFELÉ Marie-Christine","91","94","0","15","29","0","50","3","0","0","A"
"M. ZUMKELLER Michel","30 390
29 964","30 600
30 174","2 700
2 700","5 700
5 700","0
0","0
0","22 200
21 774","210
210","0","21 564","AR"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"654","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Essonne - 1</i>","<i>Département : Essonne </i>",,"<i>er</i>",,,,,
"Plafond de dépenses : 66 777","€",,,,,,,,,,
"Remboursement maximum : 33 389",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BEAUDET Bernard","2 878
2 316","6 270
5 708","20
20","250
250","0
0","0
0","6 000
5 438","3 392
3 392","0","0","AR"
"M. BOURGES Frédéric","9 703","9 703","1 895","513","0","0","7 295","0","0","0","A"
"M. BROSSOLLET Guillaume","0","0","0","0","0","0","0","0","0","0","A"
"M. CAMONIN Jean","541","541","0","513","28","0","0","0","0","0","A"
"M. COUVIDAT Francis","778","778","0","778","0","0","0","0","0","0","A"
"Mme DANQUIGNY Christine","0","0","0","0","0","0","0","0","0","0","A"
"Mme DE OLIVEIRA Cristela","29 619
28 743","30 812
29 936","13 530
13 530","11 700
11 700","4 082
3 282","0
0","1 500
1 424","1 193
1 193","0","231","AR"
"Mme FATNA Huguette","26 575","26 775","0","0","0","0","26 775","200","0","0","A"
"M. GOMIS Simon","0","0","0","0","0","0","0","0","0","0","A"
"Mme LAMISCARRE Bernadette","0","0","0","0","0","0","0","0","0","0","A"
"Mme LAURENT Nathalie","21 815
17 978","21 815
17 978","90
90","0
0","0
0","0
0","21 725
17 888","0
0","0","17 888","AR"
"M. NJIE Abou","0","0","0","0","0","0","0","0","0","0","A"
"M. PERARD Hervé","2 951","3 251","0","2 951","0","0","300","300","0","0","A"
"M. SAADI Mourad- khier","0","0","0","0","0","0","0","0","0","0","A"
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"655"
".",,,,,,,,,,,
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. TAVERNIER Christophe",,,,,,,,,"0","0","AD"
"M. VALLS Manuel","41 214
39 272","41 831
39 889","6 918
6 918","900
900","2 013
2 013","0
0","32 000
30 058","617
617","0","29 441","AR"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
