"Candidat", "Dépenses totales", "Recettes totales", "Dons", "Apports partis", "Concours en nature", "Autres", "Apports personnel", "Soldes compte de campagne", "Dév (1)", "RFE (2)", "Déc. CNCCFP", "Circoncription", "Plafond de dépenses", "Remboursement maximum", "Scrutin"
"Mlle THELO Emilie","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 7","68 578","34 290 €","Scrutin non contesté"
"Mme THOMAS Ghyslaine","0","0","0","0","0","0","0","0","0","0","HD","Seine-et-Marne - 7","68 578","34 290 €","Scrutin non contesté"
"M. BERNARD Didier","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. BRINON Jean-Paul","367","367","0","367","0","0","0","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"Mme BRUNEL Chantal","61 071/57 297","61 071/57 297","3 385/3 385","19 700/19 700","4 530/4 530","0/0","33 456/29 682","0/0","0","29 682","AR","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. CAILLABOUX Robert","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. CALVET Jean","10 313/9 940/9 757","15 000/14 627","0/0","0/0","0/0","0/0","15 000/14 627/14 444","4 687/4 687","0","9 757","AR","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. DELIMARD Gérard","627","627","0","620","7","0","0","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. DESTERE Jacques","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. FAURE Olivier","42 432","42 432","2 935","900","414","0","38 183","0","0","37 384","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"Mme FONTAN Marie","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"Mme FUCHS Sylvie","7 270","12 515","6 515","0","0","0","6 000","5 245","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. PARODI Antoine","1 573","1 573","0","102","0","0","1 471","0","0","0","R","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. PONT Lionel","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. PROST Emmanuel","635","635","0","300","327","0","8","0","0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. ROTH Roger",,,,,,,,,"0","0","A","Seine-et-Marne - 8","74 767","37 384 €","Scrutin contesté"
"M. BLOCIER Antoine","8 148","8 220","1 780","1 165","0","0","5 275","72","0","0","R","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"Mme BRENET Arlette","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"Mme CHAULEY Rolande","15","15","0","15","0","0","0","0","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"M m e   C L E M E N T - L A U N A YMartine","33 689","36 150","0","0","50","0","36 100","2 461","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"Mlle DE LA TORRE Anne","600","600","0","593","7","0","0","0","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"M. FERRET Thierry","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"M. GEOFFROY Guy","46 964","46 964","11 525","19 700","40","0","15 699","0","0","15 699","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"M. GUILLO Yannick","6 928/6 585","7 500/7 157","0/0","0/0","0/0","0/0","7 500/7 157","572/572","0","6 585","AR","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"M. HEUCLIN Jacques","36 031/35 029","37 852/36 850","16 420/16 420","0/0","432/432","0/0","21 000/19 998","1 821/1 821","0","18 177","AR","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"Mme LAGARDE Jocelyne","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"M. ROMET Fréderic","0","0","0","0","0","0","0","0","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"Mme TSEVERY Michèle","1 570","1 570","0","239","0","0","1 331","0","0","0","A","Seine-et-Marne - 9","72 783","36 392 €","Scrutin non contesté"
"M. BAYVET Michel","22 809","22 835","0","15 770","120","0","6 945","26","0","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"Mlle BEDAGUE Florence","524","524","0","513","11","0","0","0","0","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"Mme CHARLES Rita","69","69","0","15","54","0","0","0","0","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"Mme FAUCHEUX Sylvie","33 779","33 779","220","1 559","250","0","31 750","0","0","31 750","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"M. FRANQUET Michel","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"M. JEGOU Yves","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"M. LAVOLLAY Jean","402","402","0","239","163","0","0","0","0","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"M. MANCEAU Jean-Luc","838","1 972","344","1 628","0","0","0","1 134","1 134","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"Mlle OHANNESSIAN Valérie","11 317","11 317","250","0","0","0","11 067","0","0","11 067","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"M. PINTE Etienne","47 202/45 684","47 202/45 684","2 670/2 670","9 700/9 700","0/0","0/0","34 832/33 314","0/0","0","33 314","AR","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"M. ROZE Jacques","7 962","7 962","7 792","0","0","0","170","0","0","0","A","Yvelines - 1","68 959","34 480 €","Scrutin non contesté"
"Mme BAILEY Sylvia","3 806/607","3 806/607","0/0","3 280/81","0/0","0/0","526/526","0/0","0","0","AR","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"M. BARON Fabien","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"M. CASIMIR-PERRIER Pascal","5 170/5 170","5 540/5 500","4 900/4 900","0/0","155/150","0/0","485/450","370/330","0","0","AR","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"M. DEVILLAIRE Roger",,,,,,,,,"0","0","AD","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"Mme FAFIN Véronique","19 304/19 051","19 304/19 051","80/80","1 659/1 659","0/0","0/0","17 565/17 312","0/0","0","17 312","AR","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"M. GOLLIARD Michel","12 253","12 253","0","9 123","0","0","3 130","0","0","0","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"M. KAMENI Edmond","27 642","30 670","670","0","0","0","30 000","3 028","0","26 972","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"Mme MALEYRE Anne-Laure","7 099","7 120","7 120","0","0","0","0","21","21","0","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"Mme MARSCHAL Florence","296","300","0","300","0","0","0","4","4","0","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"Mlle MICHOUX Claudine","429","429","0","418","11","0","0","0","0","0","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"Mme PECRESSE Valérie","30 827/30 246","30 827/30 246","5 600/5 600","11 100/11 100","830/830","0/0","13 297/12 716","0/0","0","12 716","AR","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"Mme PENOUILH Esther","534","534","0","534","0","0","0","0","0","0","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"M. PLANQUE Patrick","723","1 440","0","1 440","0","0","0","717","717","0","A","Yvelines - 2","64 269","32 135 €","Scrutin non contesté"
"M. BLANC Christian","36 086/35 784","36 440/36 113","5 355/5 355","0/0","6 837/6 837","0/0","24 248/23 921","354/329","0","23 592","AR","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"M. BRILLAULT Philippe","15 775","15 775","7 930","0","0","0","7 845","0","0","0","R","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mme CHAFFANEL Pascale","0","0","0","0","0","0","0","0","0","0","HD","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mme COUPAS Annie","342","1 342","0","1 342","0","0","0","1 000","1 000","0","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mme DE BROSSES Marie-Clotilde","10 377/10 289","10 377/10 289","0/0","9 628/9 628","0/0","0/0","749/661","0/0","0","0","AR","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mme DUPONT Florence","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"M. FLAMANT Denis","11 063","11 792","660","0","0","0","11 132","729","0","10 403","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"M. GALARDINI Stéphane","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"M. LARRAT Philippe","478","478","0","473","4","0","1","0","0","0","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mme OROZCO Edith","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"M. PROSÉ Eric","556","580","300","0","0","0","280","24","0","0","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mlle QUINTEN Juliette","22 232/21 947","22 232/21 947","365/365","1 659/1 659","0/0","0/0","20 208/19 923","0/0","0","19 923","AR","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mme STEER Danièle","263","524","500","0","24","0","0","261","261","0","A","Yvelines - 3","62 056","31 029 €","Scrutin non contesté"
"Mlle BIHET Florence","2 498","4 585","4 585","0","0","0","0","2 087","2 087","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"M. GENESTIER Jean-Pierre","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"M. LEQUILLER Pierre","31 118","31 118","5 732","9 700","0","0","15 686","0","0","15 686","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"M. LOPES Carlos","330","1 330","0","1 330","0","0","0","1 000","1 000","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"Mme MALASSINGNE Gabrielle","11 729","11 729","0","11 729","0","0","0","0","0","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"M. MAURICE Jean-Pierre","512","512","0","505","7","0","0","0","0","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"M. NAULOT Jacques","3 819","3 819","0","3 209","0","0","610","0","0","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"Mme NOUAL Alice","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"Mlle OLPHE-GALLIARD Hélène","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"Mme PENEZ Jacqueline","27 043/25 675","27 043/25 675","265/265","1 659/1 659","300/300","0/0","24 819/23 451","0/0","0","23 451","AR","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"Mme SAUNIER Elisabeth","45 511","46 038","170","0","1 133","0","44 735","527","0","32 013","A","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"M. THOMAZO Landry",,,,,,,,,"0","0","AD","Yvelines - 4","64 025","32 013 €","Scrutin non contesté"
"M. ABAD Damien","3 045","3 045","0","0","3 045","0","0","0","0","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M. AYACHE André sam","137","137","120","0","0","0","17","0","0","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M. BAY Nicolas","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"Mme BOISNEL Caroline","27 590","27 913","20","0","129","0","27 764","323","0","27 441","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M. DELANNÉE Jean-Yves","789","805","790","15","0","0","0","16","16","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M. LÉPICIER Alain","464","464","0","457","7","0","0","0","0","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"Mme LUANGPRASEUTH Domi-nique","501","1 366","0","1 366","0","0","0","865","865","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M. MYARD Jacques","22 946/21 645","23 355/22 054","3 876/3 876","9 700/9 700","2 779/2 779","0/0","7 000/5 699","409/409","0","5 290","AR","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M m e   V I T R A C - P O U Z O U L E TMichèle","27 066/24 238","27 066/24 238","2 099/2 099","1 659/1 659","0/0","0/0","23 308/20 480","0/0","0","20 480","AR","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"Mme WEBER Danielle","15 250","20 394","0","11 862","0","0","8 532","5 144","0","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M. WIRTZ Jean-Claude","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 5","63 948","31 974 €","Scrutin non contesté"
"M. ABISSEROR Patrick","16 671/16 607","16 671/16 607","75/75","1 659/1 659","0/0","0/0","14 937/14 873","0/0","0","14 873","AR","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"M. CASTRIC Jean-Pierre","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"M. DE SAINT MARTIN Eric","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"Mlle EVARD Brigitte","437","437","0","426","11","0","0","0","0","0","A","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"M. GARDENAL Serge","832","1 000","0","0","0","0","1 000","168","0","0","HD","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"Mme GROLL Marie-Christine","253","300","0","300","0","0","0","47","47","0","A","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"Mme INGLEBERT Christine","14 527","19 216","0","9 679","0","0","9 537","4 689","0","0","A","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"Mlle KNAUSS Karina","484","1 346","0","1 346","0","0","0","862","862","0","A","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"M. LARCHER Stéphane","19 724/19 366","19 724/19 366","0/0","0/0","0/0","0/0","19 724/19 366","0/0","0","19 366","AR","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"M. MORANGE Pierre","32 640","32 684","5 865","9 700","1 175","0","15 944","44","0","15 900","A","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"M. OUTREMAN Alain","9 581/9 061","10 000/9 480","0/0","0/0","0/0","0/0","10 000/9 480","419/419","0","9 061","AR","Yvelines - 6","60 234","30 118 €","Scrutin non contesté"
"Mme BAECKEROOT Myriam","14 960/13 977","14 960/13 977","0/0","13 977/13 977","0/0","0/0","983/0","0/0","0","0","AR","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"M. BELIER Guy","449","449","0","438","11","0","0","0","0","0","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"M. CARDO Pierre","34 923","35 325","4 975","5 700","4 150","0","20 500","402","0","20 098","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"Mme DERVAUX Anne","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"Mme FEVRE Sandra","577","577","532","0","0","0","45","0","0","0","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"Mme HUET Claudine","1 380","1 380","140","212","998","0","30","0","0","0","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"Mme JEAN Marie-Josée","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"M. LE ROUX Pierrick","51","51","0","15","36","0","0","0","0","0","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"M. MARQUE Michel","18 988","18 988","410","0","0","0","18 578","0","0","18 578","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"Mme ORCEL Michèle","1 131","1 398","0","1 398","0","0","0","267","267","0","A","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"Mme RODES Estelle","29 403/27 538","29 403/27 538","60/60","1 659/1 659","367/367","0/0","27 317/25 452","0/0","0","25 452","AR","Yvelines - 7","64 781","32 391 €","Scrutin non contesté"
"M. BEDIER Pierre","46 327","47 223","5 190","9 700","1 333","0","31 000","896","0","30 104","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. BEDNAR Marcel","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. BENVENISTE Laurent","2 032","2 034","0","2 028","0","0","6","2","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. CADOUX Philippe","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"Mme DAMBREVILLE Virginie",,,,,,,,,"0","0","AD","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"Mme DESCAMPS-CROSNIERFrançoise","37 374","37 374","4 816","2 685","100","0","29 773","0","0","29 773","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"Mlle HESSE Laurence","510","510","0","482","28","0","0","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"Mme LECOMTE Maud","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. MARTIN Maurice","72","72","0","0","0","0","72","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"Mme MIGNARD Geneviève","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. MORICE Philippe","176","176","0","15","161","0","0","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"Mme ROUMEGOUX Nicole","0","0","0","0","0","0","0","0","0","0","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. SAINT-AMAUX Jacques","21 710/21 436","21 710/21 436","360/360","0/0","0/0","0/0","21 350/21 076","0/0","0","21 076","AR","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. SENNI Aziz","27 380","34 494","400","0","0","0","34 094","7 114","0","26 980","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. VARANNE Jean-Claude","26 746","27 000","0","0","0","0","27 000","254","0","26 746","A","Yvelines - 8","65 412","32 707 €","Scrutin non contesté"
"M. BRISSIAUD Jean-Jacques","9 242","9 500","4 600","0","0","0","4 900","258","0","0","R","Yvelines - 9","67 732","33 867 €","Scrutin non contesté"
"M. CUQ Henri","23 226/22 435","25 396/24 605","3 415/3 415","9 700/9 700","781/781","0/0","11 500/10 709","2 170/2 170","0","8 539","AR","Yvelines - 9","67 732","33 867 €","Scrutin non contesté"
